,date,cash,position,portfolio_value,close,volatility,signal
46,2010-05-19,98467.88238,0,98467.88238,0.49,0.049318463827055965,hold
47,2010-05-20,98467.88238,0,98467.88238,0.44,0.053118369881528134,hold
48,2010-05-21,98467.88238,0,98467.88238,0.45,0.051942058167546934,hold
49,2010-05-24,98467.88238,0,98467.88238,0.45,0.05340526878706235,hold
50,2010-05-25,98467.88238,0,98467.88238,0.45,0.0541499149872677,hold
51,2010-05-26,98467.88238,0,98467.88238,0.43,0.05593246824357528,hold
52,2010-05-27,98467.88238,0,98467.88238,0.48,0.056530661005112365,hold
53,2010-05-28,98467.88238,0,98467.88238,0.47,0.05706723067333302,hold
54,2010-06-01,98467.88238,0,98467.88238,0.46,0.0570278724601062,hold
55,2010-06-02,98467.88238,0,98467.88238,0.49,0.05690639768475557,hold
56,2010-06-03,98467.88238,0,98467.88238,0.51,0.05716710198933487,hold
57,2010-06-04,98467.88238,0,98467.88238,0.46,0.05182833696115252,hold
58,2010-06-07,98467.88238,0,98467.88238,0.43,0.05248596255564451,sell
59,2010-06-08,98467.88238,0,98467.88238,0.43,0.04409728073971154,hold
60,2010-06-09,98467.88238,0,98467.88238,0.42,0.04409728073971154,hold
61,2010-06-10,98467.88238,0,98467.88238,0.45,0.043444344961714544,hold
62,2010-06-11,98467.88238,0,98467.88238,0.46,0.04406600524133319,hold
63,2010-06-14,98467.88238,0,98467.88238,0.46,0.04338682770013785,hold
64,2010-06-15,98467.88238,0,98467.88238,0.5,0.04451832853116924,hold
65,2010-06-16,98467.88238,0,98467.88238,0.51,0.04553898427254701,hold
66,2010-06-17,98467.88238,0,98467.88238,0.51,0.044630797494473205,hold
67,2010-06-18,98467.88238,0,98467.88238,0.52,0.037729697628039426,hold
68,2010-06-21,98467.88238,0,98467.88238,0.5,0.03711698605767626,hold
69,2010-06-22,98467.88238,0,98467.88238,0.49,0.03752584604034356,hold
70,2010-06-23,98467.88238,0,98467.88238,0.48,0.034305995450454894,hold
71,2010-06-24,98467.88238,0,98467.88238,0.46,0.03458401844337052,hold
72,2010-06-25,98467.88238,0,98467.88238,0.46,0.03351956195339486,hold
73,2010-06-28,98467.88238,0,98467.88238,0.46,0.0331261038518679,hold
74,2010-06-29,98467.88238,0,98467.88238,0.4,0.04075774199107751,hold
75,2010-06-30,98467.88238,0,98467.88238,0.38,0.0412974691716865,hold
76,2010-07-01,98467.88238,0,98467.88238,0.38,0.03961686143611627,hold
77,2010-07-02,98467.88238,0,98467.88238,0.38,0.03810235847857605,hold
78,2010-07-06,98467.88238,0,98467.88238,0.38,0.03810452671547316,hold
79,2010-07-07,98467.88238,0,98467.88238,0.42,0.03764345486262113,hold
80,2010-07-08,98467.88238,0,98467.88238,0.42,0.039463583333370175,hold
81,2010-07-09,98467.88238,0,98467.88238,0.44,0.03948125412658855,hold
82,2010-07-12,98467.88238,0,98467.88238,0.44,0.039497714162782235,hold
83,2010-07-13,98467.88238,0,98467.88238,0.46,0.03848667651446099,hold
84,2010-07-14,98467.88238,0,98467.88238,0.46,0.03751967840734366,hold
85,2010-07-15,98467.88238,0,98467.88238,0.46,0.036125805181729864,hold
86,2010-07-16,98467.88238,0,98467.88238,0.43,0.03630971309425222,hold
87,2010-07-19,98467.88238,0,98467.88238,0.44,0.036791669213696795,hold
88,2010-07-20,98467.88238,0,98467.88238,0.45,0.036791669213696795,hold
89,2010-07-21,98467.88238,0,98467.88238,0.43,0.038069513587642094,hold
90,2010-07-22,98467.88238,0,98467.88238,0.46,0.0383371502150467,hold
91,2010-07-23,98467.88238,0,98467.88238,0.48,0.03758536508739921,hold
92,2010-07-26,98467.88238,0,98467.88238,0.49,0.03748051089860823,hold
93,2010-07-27,98467.88238,0,98467.88238,0.49,0.03768691589358901,hold
94,2010-07-28,98467.88238,0,98467.88238,0.48,0.027640291626165662,hold
95,2010-07-29,98467.88238,0,98467.88238,0.47,0.025202889843566254,hold
96,2010-07-30,98467.88238,0,98467.88238,0.47,0.024898065565230193,hold
97,2010-08-02,98467.88238,0,98467.88238,0.49,0.02765259814065771,hold
98,2010-08-03,77779.54337999999,42200,98457.54337999999,0.49,0.027619406692481276,buy
99,2010-08-04,77779.54337999999,42200,98879.54337999999,0.5,0.027506317984040463,hold
100,2010-08-05,77779.54337999999,42200,98879.54337999999,0.5,0.026064657660529986,hold
101,2010-08-06,77779.54337999999,42200,98879.54337999999,0.5,0.02659673671438338,hold
102,2010-08-09,77779.54337999999,42200,99301.54337999999,0.51,0.027442028087159016,hold
103,2010-08-10,77779.54337999999,42200,98879.54337999999,0.5,0.029109170525573977,hold
104,2010-08-11,96760.04838,0,96760.04838,0.45,0.032269246390519986,hold
105,2010-08-12,96760.04838,0,96760.04838,0.44,0.03373549710709661,hold
106,2010-08-13,96760.04838,0,96760.04838,0.43,0.03340375455148097,hold
107,2010-08-16,96760.04838,0,96760.04838,0.44,0.032235802527323734,hold
108,2010-08-17,96760.04838,0,96760.04838,0.45,0.03383636491082569,hold
109,2010-08-18,96760.04838,0,96760.04838,0.46,0.0325988495286245,hold
110,2010-08-19,96760.04838,0,96760.04838,0.44,0.03370343368491223,hold
111,2010-08-20,96760.04838,0,96760.04838,0.44,0.03325595086665497,sell
112,2010-08-23,96760.04838,0,96760.04838,0.43,0.03278325897395408,hold
113,2010-08-24,96760.04838,0,96760.04838,0.4,0.03521101592528514,hold
114,2010-08-25,96760.04838,0,96760.04838,0.41,0.035294350822585835,hold
115,2010-08-26,96760.04838,0,96760.04838,0.4,0.03593235031894184,hold
116,2010-08-27,96760.04838,0,96760.04838,0.41,0.03600782219276145,hold
117,2010-08-30,96760.04838,0,96760.04838,0.4,0.032779262346361485,hold
118,2010-08-31,96760.04838,0,96760.04838,0.4,0.032905471824243054,hold
119,2010-09-01,96760.04838,0,96760.04838,0.43,0.034927814243338205,hold
120,2010-09-02,96760.04838,0,96760.04838,0.45,0.0370663450609149,hold
121,2010-09-03,96760.04838,0,96760.04838,0.47,0.038596740266581,hold
122,2010-09-07,96760.04838,0,96760.04838,0.46,0.03724441936682561,hold
123,2010-09-08,96760.04838,0,96760.04838,0.47,0.03674328451367682,hold
124,2010-09-09,96760.04838,0,96760.04838,0.48,0.035148666004719074,hold
125,2010-09-10,96760.04838,0,96760.04838,0.48,0.033872435743996246,hold
126,2010-09-13,96760.04838,0,96760.04838,0.51,0.0361990834222026,hold
127,2010-09-14,96760.04838,0,96760.04838,0.51,0.03553328137595777,hold
128,2010-09-15,96760.04838,0,96760.04838,0.52,0.03446662031534636,hold
129,2010-09-16,96760.04838,0,96760.04838,0.53,0.035069900325679804,hold
130,2010-09-17,96760.04838,0,96760.04838,0.53,0.03299138423272793,hold
131,2010-09-20,96760.04838,0,96760.04838,0.56,0.03293185654691456,hold
132,2010-09-21,96760.04838,0,96760.04838,0.56,0.0328416818929238,hold
133,2010-09-22,96760.04838,0,96760.04838,0.56,0.027035554343325427,hold
134,2010-09-23,96760.04838,0,96760.04838,0.56,0.025628699636463297,hold
135,2010-09-24,96760.04838,0,96760.04838,0.59,0.02590916120438474,hold
136,2010-09-27,96760.04838,0,96760.04838,0.58,0.02393776272670517,hold
137,2010-09-28,96760.04838,0,96760.04838,0.58,0.02526737813885635,hold
138,2010-09-29,96760.04838,0,96760.04838,0.58,0.023661864834816398,hold
139,2010-09-30,96760.04838,0,96760.04838,0.57,0.022842750963870232,hold
140,2010-10-01,96760.04838,0,96760.04838,0.57,0.022798183071792245,hold
141,2010-10-04,96760.04838,0,96760.04838,0.55,0.022466955793974133,hold
142,2010-10-05,96760.04838,0,96760.04838,0.59,0.023032509554331424,hold
143,2010-10-06,70660.38506999999,45766,96747.00506999998,0.57,0.023056944168371365,buy
144,2010-10-07,70660.38506999999,45766,97204.66506999999,0.58,0.02190916432964196,hold
145,2010-10-08,70660.38506999999,45766,97662.32506999999,0.59,0.020870180216437318,hold
146,2010-10-11,70660.38506999999,45766,97662.32506999999,0.59,0.01700741643314982,hold
147,2010-10-12,70660.38506999999,45766,98119.98507,0.6,0.01700741643314982,hold
148,2010-10-13,70660.38506999999,45766,99035.30506999999,0.62,0.019459207773821076,hold
149,2010-10-14,70660.38506999999,45766,99035.30506999999,0.62,0.01830063725680723,hold
150,2010-10-15,70660.38506999999,45766,100408.28506999998,0.65,0.018951373644994107,hold
151,2010-10-18,70660.38506999999,45766,100408.28506999998,0.65,0.019504322411829096,hold
152,2010-10-19,70660.38506999999,45766,99492.96506999999,0.63,0.02288321941836277,hold
153,2010-10-20,70660.38506999999,45766,99950.62507,0.64,0.022933755997693903,hold
154,2010-10-21,70660.38506999999,45766,100408.28506999998,0.65,0.022950758367203457,hold
155,2010-10-22,70660.38506999999,45766,100865.94506999999,0.66,0.022029621285296373,hold
156,2010-10-25,70660.38506999999,45766,101323.60506999999,0.67,0.02259519751086425,hold
157,2010-10-26,70660.38506999999,45766,101323.60506999999,0.67,0.02197401530315953,hold
158,2010-10-27,70660.38506999999,45766,101781.26507,0.68,0.02197401530315953,hold
159,2010-10-28,70660.38506999999,45766,101781.26507,0.68,0.021960520246933943,hold
160,2010-10-29,70660.38506999999,45766,101781.26507,0.68,0.021235127662865276,hold
161,2010-11-01,70660.38506999999,45766,101781.26507,0.68,0.02031178776707773,hold
162,2010-11-02,70660.38506999999,45766,102696.58506999999,0.7,0.01947257034416052,hold
163,2010-11-03,70660.38506999999,45766,103154.24506999999,0.71,0.019362563519095984,hold
164,2010-11-04,70660.38506999999,45766,104527.22506999999,0.74,0.020449521965335418,hold
165,2010-11-05,70660.38506999999,45766,104527.22506999999,0.74,0.02059992788495455,hold
166,2010-11-08,70660.38506999999,45766,104527.22506999999,0.74,0.02059992788495455,hold
167,2010-11-09,70660.38506999999,45766,104069.56506999998,0.73,0.02059992788495455,hold
168,2010-11-10,70660.38506999999,45766,104527.22506999999,0.74,0.01911861556273121,hold
169,2010-11-11,70660.38506999999,45766,104069.56506999998,0.73,0.01967176609316045,hold
170,2010-11-12,102223.13579999999,0,102223.13579999999,0.69,0.020295940338565337,hold
171,2010-11-15,102223.13579999999,0,102223.13579999999,0.68,0.01970473686196056,hold
172,2010-11-16,102223.13579999999,0,102223.13579999999,0.65,0.019455453665048108,hold
173,2010-11-17,102223.13579999999,0,102223.13579999999,0.66,0.019203719476100372,hold
174,2010-11-18,102223.13579999999,0,102223.13579999999,0.69,0.02137636787246765,hold
175,2010-11-19,102223.13579999999,0,102223.13579999999,0.69,0.02137636787246765,hold
176,2010-11-22,102223.13579999999,0,102223.13579999999,0.71,0.020566282137178902,hold
177,2010-11-23,102223.13579999999,0,102223.13579999999,0.67,0.02170218366316868,hold
178,2010-11-24,102223.13579999999,0,102223.13579999999,0.71,0.022610883285994084,hold
179,2010-11-26,102223.13579999999,0,102223.13579999999,0.71,0.02259273075149738,hold
180,2010-11-29,102223.13579999999,0,102223.13579999999,0.7,0.023605741501266063,hold
181,2010-11-30,102223.13579999999,0,102223.13579999999,0.67,0.024282042502731967,sell
182,2010-12-01,102223.13579999999,0,102223.13579999999,0.71,0.027684673409462634,hold
183,2010-12-02,80745.74247,29009,102212.40247,0.74,0.028202685572280426,buy
184,2010-12-03,80745.74247,29009,102212.40247,0.74,0.026729373321482806,hold
185,2010-12-06,80745.74247,29009,102212.40247,0.74,0.026729373321482806,hold
186,2010-12-07,80745.74247,29009,102212.40247,0.74,0.027386575236725375,hold
187,2010-12-08,80745.74247,29009,102502.49247,0.75,0.02758657352567031,hold
188,2010-12-09,80745.74247,29009,102502.49247,0.75,0.02737629956154577,hold
189,2010-12-10,80745.74247,29009,103082.67246999999,0.77,0.027242708881295208,hold
190,2010-12-13,80745.74247,29009,102792.58247,0.76,0.02632645369994517,hold
191,2010-12-14,80745.74247,29009,102792.58247,0.76,0.026277667082325557,hold
192,2010-12-15,80745.74247,29009,102502.49247,0.75,0.023714786974744065,hold
193,2010-12-16,80745.74247,29009,103082.67246999999,0.77,0.023714786974744065,hold
194,2010-12-17,80745.74247,29009,103082.67246999999,0.77,0.02202224349638425,hold
195,2010-12-20,80745.74247,29009,103082.67246999999,0.77,0.02202224349638425,hold
196,2010-12-21,80745.74247,29009,103662.85247,0.79,0.02240898467897022,hold
197,2010-12-22,80745.74247,29009,103662.85247,0.79,0.020930731869864015,hold
198,2010-12-23,80745.74247,29009,103372.76247,0.78,0.020750364536994734,hold
199,2010-12-27,80745.74247,29009,103372.76247,0.78,0.020682399309469524,hold
200,2010-12-28,80745.74247,29009,103372.76247,0.78,0.019218288663989367,hold
201,2010-12-29,80745.74247,29009,103372.76247,0.78,0.017359620729512294,buy
202,2010-12-30,80745.74247,29009,103372.76247,0.78,0.013133513285720594,hold
203,2010-12-31,80745.74247,29009,103082.67246999999,0.77,0.012475564629755779,hold
204,2011-01-03,80745.74247,29009,103952.94247,0.8,0.014720011918741078,buy
205,2011-01-04,80745.74247,29009,103952.94247,0.8,0.014806020206380834,hold
206,2011-01-05,80745.74247,29009,104533.12247,0.82,0.013857485639849088,hold
207,2011-01-06,80745.74247,29009,104823.21247,0.83,0.014077035126145951,hold
208,2011-01-07,80745.74247,29009,104823.21247,0.83,0.014077035126145951,hold
209,2011-01-10,80745.74247,29009,105113.30247,0.84,0.013985691078064993,hold
210,2011-01-11,80745.74247,29009,105113.30247,0.84,0.013951723985198457,hold
211,2011-01-12,80745.74247,29009,105693.48246999999,0.86,0.013414118997597122,hold
212,2011-01-13,80745.74247,29009,105693.48246999999,0.86,0.01340914177601911,hold
213,2011-01-14,80745.74247,29009,106273.66247,0.88,0.013374363601941039,hold
214,2011-01-18,80745.74247,29009,106563.75247,0.89,0.013338294178715692,hold
215,2011-01-19,80745.74247,29009,105693.48246999999,0.86,0.013873706381017342,hold
216,2011-01-20,80745.74247,29009,105113.30247,0.84,0.01579501658681872,hold
217,2011-01-21,80745.74247,29009,104533.12247,0.82,0.01579501658681872,hold
218,2011-01-24,80745.74247,29009,105403.39246999999,0.85,0.015374499555375027,hold
219,2011-01-25,80745.74247,29009,105693.48246999999,0.86,0.015448914155340119,hold
220,2011-01-26,80745.74247,29009,105983.57247,0.87,0.01598137001715675,buy
221,2011-01-27,80745.74247,29009,106563.75247,0.89,0.01638004889396699,hold
222,2011-01-28,104521.22877999999,0,104521.22877999999,0.82,0.01960073351231964,hold
223,2011-01-31,104521.22877999999,0,104521.22877999999,0.83,0.02122246168084483,hold
224,2011-02-01,104521.22877999999,0,104521.22877999999,0.88,0.023603155154006676,hold
225,2011-02-02,77280.09502,31296,104507.61502,0.87,0.023544681654133544,buy
226,2011-02-03,77280.09502,31296,104820.57501999999,0.88,0.023544681654133544,hold
227,2011-02-04,77280.09502,31296,105133.53502,0.89,0.02311054497394203,hold
228,2011-02-07,77280.09502,31296,105759.45502,0.91,0.024099516429179346,hold
229,2011-02-08,77280.09502,31296,106385.37501999999,0.93,0.024107502836848815,hold
230,2011-02-09,77280.09502,31296,106072.41501999999,0.92,0.024084110071488994,hold
231,2011-02-10,77280.09502,31296,106072.41501999999,0.92,0.02426988065698242,hold
232,2011-02-11,77280.09502,31296,106698.33502,0.94,0.024554389293229135,hold
233,2011-02-14,77280.09502,31296,107011.29501999999,0.95,0.02480953697686839,hold
234,2011-02-15,77280.09502,31296,107011.29501999999,0.95,0.024980175918100506,hold
235,2011-02-16,77280.09502,31296,107324.25502,0.96,0.025017400750056897,hold
236,2011-02-17,77280.09502,31296,107324.25502,0.96,0.023263115578556436,hold
237,2011-02-18,77280.09502,31296,107324.25502,0.96,0.023263115578556436,hold
238,2011-02-22,104494.00125999999,0,104494.00125999999,0.87,0.027968574813829444,hold
239,2011-02-23,104494.00125999999,0,104494.00125999999,0.85,0.02988489606225593,hold
240,2011-02-24,104494.00125999999,0,104494.00125999999,0.86,0.029411208104725677,hold
241,2011-02-25,104494.00125999999,0,104494.00125999999,0.9,0.030018059013122655,hold
242,2011-02-28,104494.00125999999,0,104494.00125999999,0.91,0.028395986532990712,hold
243,2011-03-01,104494.00125999999,0,104494.00125999999,0.86,0.027575311423387972,hold
244,2011-03-02,104494.00125999999,0,104494.00125999999,0.88,0.024742808196902305,sell
245,2011-03-03,82539.67958499999,23595,104483.029585,0.93,0.027849046192912737,buy
246,2011-03-04,82539.67958499999,23595,104011.12958499999,0.91,0.027849046192912737,hold
247,2011-03-07,82539.67958499999,23595,103303.27958499998,0.88,0.02831372159704203,hold
248,2011-03-08,103528.72980999999,0,103528.72980999999,0.89,0.027696153714195898,sell
249,2011-03-09,103528.72980999999,0,103528.72980999999,0.87,0.02762468753475697,hold
250,2011-03-10,103528.72980999999,0,103528.72980999999,0.83,0.028526637887467995,hold
251,2011-03-11,103528.72980999999,0,103528.72980999999,0.84,0.028540406589215774,hold
252,2011-03-14,103528.72980999999,0,103528.72980999999,0.84,0.028144626698632703,hold
253,2011-03-15,103528.72980999999,0,103528.72980999999,0.8,0.031106478016106078,hold
254,2011-03-16,103528.72980999999,0,103528.72980999999,0.74,0.031319552904798334,hold
255,2011-03-17,103528.72980999999,0,103528.72980999999,0.76,0.030941793059486945,hold
256,2011-03-18,103528.72980999999,0,103528.72980999999,0.76,0.03130801109406846,hold
257,2011-03-21,103528.72980999999,0,103528.72980999999,0.8,0.03224393713329547,hold
258,2011-03-22,81777.05940999999,27176,103517.85940999999,0.8,0.029668490542455985,buy
259,2011-03-23,81777.05940999999,27176,103789.61940999998,0.81,0.028223363202644347,hold
260,2011-03-24,81777.05940999999,27176,104876.65941,0.85,0.03063577326272573,hold
261,2011-03-25,81777.05940999999,27176,105148.41940999999,0.86,0.030687108049438205,hold
262,2011-03-28,81777.05940999999,27176,104876.65941,0.85,0.03027509699011366,hold
263,2011-03-29,81777.05940999999,27176,105420.17940999998,0.87,0.03000986143144213,hold
264,2011-03-30,81777.05940999999,27176,105691.93940999999,0.88,0.0306944876256864,hold
265,2011-03-31,81777.05940999999,27176,105963.69940999999,0.89,0.02767297982595398,hold
266,2011-04-01,81777.05940999999,27176,105963.69940999999,0.89,0.028214419732719806,hold
267,2011-04-04,81777.05940999999,27176,105691.93940999999,0.88,0.02789592508522447,hold
268,2011-04-05,81777.05940999999,27176,105420.17940999998,0.87,0.02754510818398126,hold
269,2011-04-06,81777.05940999999,27176,105691.93940999999,0.88,0.0274073226329446,hold
270,2011-04-07,81777.05940999999,27176,105691.93940999999,0.88,0.026116403276289203,hold
271,2011-04-08,81777.05940999999,27176,105148.41940999999,0.86,0.026100799867713423,hold
272,2011-04-11,81777.05940999999,27176,105148.41940999999,0.86,0.026012169088997644,hold
273,2011-04-12,81777.05940999999,27176,104604.89940999998,0.84,0.021424323010393424,hold
274,2011-04-13,81777.05940999999,27176,105148.41940999999,0.86,0.020672491308155988,hold
275,2011-04-14,81777.05940999999,27176,104876.65941,0.85,0.020986642342679388,hold
276,2011-04-15,81777.05940999999,27176,104876.65941,0.85,0.020932614827839265,hold
277,2011-04-18,81777.05940999999,27176,104333.13940999999,0.83,0.022097589816088413,hold
278,2011-04-19,81777.05940999999,27176,104876.65941,0.85,0.022677863071114805,hold
279,2011-04-20,81777.05940999999,27176,106235.45940999998,0.9,0.027371524840928422,buy
280,2011-04-21,81777.05940999999,27176,107050.73940999998,0.93,0.02619820528384476,hold
281,2011-04-25,81777.05940999999,27176,107050.73940999998,0.93,0.025223885515441854,hold
282,2011-04-26,81777.05940999999,27176,107594.25940999998,0.95,0.025261267434988285,hold
283,2011-04-27,81777.05940999999,27176,108137.77940999999,0.97,0.02496448604740794,hold
284,2011-04-28,81777.05940999999,27176,108137.77940999999,0.97,0.02404462563491254,hold
285,2011-04-29,81777.05940999999,27176,107866.01940999998,0.96,0.02404462563491254,hold
286,2011-05-02,81777.05940999999,27176,107866.01940999998,0.96,0.023678601596980216,hold
287,2011-05-03,81777.05940999999,27176,107322.49940999999,0.94,0.023656556573483395,hold
288,2011-05-04,81777.05940999999,27176,107322.49940999999,0.94,0.023633767188496267,hold
289,2011-05-05,81777.05940999999,27176,106778.97940999999,0.92,0.023837046207936096,hold
290,2011-05-06,81777.05940999999,27176,107050.73940999998,0.93,0.023886267484701816,hold
291,2011-05-09,81777.05940999999,27176,107322.49940999999,0.94,0.02364629786373481,hold
292,2011-05-10,81777.05940999999,27176,108137.77940999999,0.97,0.02392727404062622,buy
293,2011-05-11,81777.05940999999,27176,107322.49940999999,0.94,0.022381720077051415,hold
294,2011-05-12,81777.05940999999,27176,107866.01940999998,0.96,0.02203783201306808,hold
295,2011-05-13,81777.05940999999,27176,107050.73940999998,0.93,0.021721218121488545,hold
296,2011-05-16,105679.98197,0,105679.98197,0.88,0.025346135184262427,hold
297,2011-05-17,105679.98197,0,105679.98197,0.89,0.02445509542904777,hold
298,2011-05-18,105679.98197,0,105679.98197,0.91,0.024384191910663818,hold
299,2011-05-19,105679.98197,0,105679.98197,0.92,0.019105626305034117,hold
300,2011-05-20,105679.98197,0,105679.98197,0.9,0.017707414408719396,hold
301,2011-05-23,105679.98197,0,105679.98197,0.86,0.02142637609569968,hold
302,2011-05-24,105679.98197,0,105679.98197,0.84,0.020642944982718448,hold
303,2011-05-25,105679.98197,0,105679.98197,0.85,0.020349239245428828,hold
304,2011-05-26,105679.98197,0,105679.98197,0.87,0.0206948319761021,hold
305,2011-05-27,105679.98197,0,105679.98197,0.88,0.02163878527229589,hold
306,2011-05-31,77579.25863,30529,105665.93862999999,0.92,0.02326182231203799,buy
307,2011-06-01,103821.07115999999,0,103821.07115999999,0.86,0.023612271555112665,hold
308,2011-06-02,103821.07115999999,0,103821.07115999999,0.87,0.023961485764835703,hold
309,2011-06-03,103821.07115999999,0,103821.07115999999,0.83,0.024905475505354973,sell
310,2011-06-06,103821.07115999999,0,103821.07115999999,0.81,0.024970146829207417,hold
311,2011-06-07,103821.07115999999,0,103821.07115999999,0.8,0.02495180750820356,hold
312,2011-06-08,103821.07115999999,0,103821.07115999999,0.79,0.02430767193279343,hold
313,2011-06-09,103821.07115999999,0,103821.07115999999,0.79,0.02439649337063231,hold
314,2011-06-10,103821.07115999999,0,103821.07115999999,0.75,0.02456696199477483,hold
315,2011-06-13,103821.07115999999,0,103821.07115999999,0.75,0.02445569069739614,hold
316,2011-06-14,103821.07115999999,0,103821.07115999999,0.78,0.023709785595208036,hold
317,2011-06-15,103821.07115999999,0,103821.07115999999,0.74,0.02452749854891521,hold
318,2011-06-16,103821.07115999999,0,103821.07115999999,0.73,0.023780755862962345,hold
319,2011-06-17,103821.07115999999,0,103821.07115999999,0.72,0.02324044948688481,hold
320,2011-06-20,103821.07115999999,0,103821.07115999999,0.73,0.0232497678910089,hold
321,2011-06-21,103821.07115999999,0,103821.07115999999,0.78,0.023546907596496268,hold
322,2011-06-22,77411.55299999999,34732,103807.87299999999,0.76,0.023879421306674017,buy
323,2011-06-23,77411.55299999999,34732,104849.83299999998,0.79,0.02392257947587736,hold
324,2011-06-24,103100.38215999998,0,103100.38215999998,0.74,0.023623425613213178,hold
325,2011-06-27,103100.38215999998,0,103100.38215999998,0.78,0.023068954467585816,hold
326,2011-06-28,103100.38215999998,0,103100.38215999998,0.81,0.023539778367078785,hold
327,2011-06-29,103100.38215999998,0,103100.38215999998,0.83,0.024212402119618767,hold
328,2011-06-30,103100.38215999998,0,103100.38215999998,0.86,0.025389257281894433,hold
329,2011-07-01,103100.38215999998,0,103100.38215999998,0.9,0.025319467864286117,hold
330,2011-07-05,103100.38215999998,0,103100.38215999998,0.91,0.02489644140865201,hold
331,2011-07-06,103100.38215999998,0,103100.38215999998,0.92,0.024594885862439242,hold
332,2011-07-07,103100.38215999998,0,103100.38215999998,0.96,0.024856751528540104,hold
333,2011-07-08,103100.38215999998,0,103100.38215999998,0.95,0.02517910083146727,hold
334,2011-07-11,103100.38215999998,0,103100.38215999998,0.9,0.025690859783633703,hold
335,2011-07-12,103100.38215999998,0,103100.38215999998,0.88,0.026164622079350414,hold
336,2011-07-13,103100.38215999998,0,103100.38215999998,0.89,0.02586835058038624,hold
337,2011-07-14,103100.38215999998,0,103100.38215999998,0.86,0.024002788560998675,hold
338,2011-07-15,103100.38215999998,0,103100.38215999998,0.89,0.02254964055622894,hold
339,2011-07-18,103100.38215999998,0,103100.38215999998,0.88,0.02303006712057229,hold
